# {"problem_type":"classification" }
"left daughter","right daughter","split var","split point","status","prediction","tree_idx","node_idx"
0,0,NA,0,-1,"virginica",41,15
0,0,NA,0,-1,"versicolor",41,16
18,19,"Sepal.Length",6.5,1,NA,41,17
20,21,"Sepal.Width",2.75,1,NA,41,18
0,0,NA,0,-1,"versicolor",41,19
22,23,"Sepal.Width",2.45,1,NA,41,20
0,0,NA,0,-1,"virginica",41,21
0,0,NA,0,-1,"virginica",41,22
0,0,NA,0,-1,"versicolor",41,23
2,3,"Petal.Width",0.75,1,NA,42,1
0,0,NA,0,-1,"setosa",42,2
4,5,"Sepal.Length",7.05,1,NA,42,3
6,7,"Petal.Length",4.85,1,NA,42,4
0,0,NA,0,-1,"virginica",42,5
8,9,"Sepal.Length",4.95,1,NA,42,6
10,11,"Petal.Width",1.75,1,NA,42,7
12,13,"Petal.Length",3.9,1,NA,42,8
14,15,"Petal.Length",4.75,1,NA,42,9
16,17,"Sepal.Width",2.35,1,NA,42,10
0,0,NA,0,-1,"virginica",42,11
0,0,NA,0,-1,"versicolor",42,12
0,0,NA,0,-1,"virginica",42,13
0,0,NA,0,-1,"versicolor",42,14
18,19,"Sepal.Length",5.95,1,NA,42,15
0,0,NA,0,-1,"virginica",42,16
20,21,"Petal.Width",1.55,1,NA,42,17
0,0,NA,0,-1,"versicolor",42,18
22,23,"Petal.Width",1.6,1,NA,42,19
24,25,"Petal.Length",5,1,NA,42,20
0,0,NA,0,-1,"versicolor",42,21
0,0,NA,0,-1,"versicolor",42,22
0,0,NA,0,-1,"virginica",42,23
0,0,NA,0,-1,"versicolor",42,24
0,0,NA,0,-1,"virginica",42,25
2,3,"Petal.Length",2.45,1,NA,43,1
0,0,NA,0,-1,"setosa",43,2
4,5,"Petal.Width",1.75,1,NA,43,3
6,7,"Petal.Length",4.9,1,NA,43,4
0,0,NA,0,-1,"virginica",43,5
8,9,"Petal.Length",4.45,1,NA,43,6
10,11,"Petal.Length",5.3,1,NA,43,7
0,0,NA,0,-1,"versicolor",43,8
12,13,"Sepal.Width",2.65,1,NA,43,9
14,15,"Sepal.Length",6.35,1,NA,43,10
0,0,NA,0,-1,"virginica",43,11
16,17,"Sepal.Length",5.550000000000001,1,NA,43,12
0,0,NA,0,-1,"versicolor",43,13
0,0,NA,0,-1,"virginica",43,14
0,0,NA,0,-1,"versicolor",43,15
0,0,NA,0,-1,"virginica",43,16
0,0,NA,0,-1,"versicolor",43,17
2,3,"Petal.Length",2.7,1,NA,44,1
0,0,NA,0,-1,"setosa",44,2
4,5,"Petal.Length",4.75,1,NA,44,3
0,0,NA,0,-1,"versicolor",44,4
6,7,"Petal.Length",5.05,1,NA,44,5
8,9,"Sepal.Length",6.5,1,NA,44,6
0,0,NA,0,-1,"virginica",44,7
10,11,"Sepal.Width",3.1,1,NA,44,8
0,0,NA,0,-1,"versicolor",44,9
0,0,NA,0,-1,"virginica",44,10
0,0,NA,0,-1,"versicolor",44,11
2,3,"Petal.Length",2.35,1,NA,45,1
0,0,NA,0,-1,"setosa",45,2
4,5,"Sepal.Length",6.25,1,NA,45,3
6,7,"Petal.Width",1.65,1,NA,45,4
8,9,"Petal.Width",1.75,1,NA,45,5
10,11,"Petal.Length",5.35,1,NA,45,6
12,13,"Sepal.Width",3.1,1,NA,45,7
14,15,"Petal.Width",1.55,1,NA,45,8
0,0,NA,0,-1,"virginica",45,9
0,0,NA,0,-1,"versicolor",45,10
0,0,NA,0,-1,"virginica",45,11
0,0,NA,0,-1,"virginica",45,12
0,0,NA,0,-1,"versicolor",45,13
0,0,NA,0,-1,"versicolor",45,14
16,17,"Petal.Width",1.65,1,NA,45,15
18,19,"Sepal.Length",6.75,1,NA,45,16
0,0,NA,0,-1,"versicolor",45,17
0,0,NA,0,-1,"versicolor",45,18
0,0,NA,0,-1,"virginica",45,19
2,3,"Petal.Width",1.75,1,NA,46,1
4,5,"Petal.Width",0.8,1,NA,46,2
6,7,"Sepal.Length",5.95,1,NA,46,3
0,0,NA,0,-1,"setosa",46,4
8,9,"Sepal.Length",7,1,NA,46,5
10,11,"Petal.Length",4.9,1,NA,46,6
0,0,NA,0,-1,"virginica",46,7
12,13,"Sepal.Length",6.05,1,NA,46,8
0,0,NA,0,-1,"virginica",46,9
0,0,NA,0,-1,"versicolor",46,10
0,0,NA,0,-1,"virginica",46,11
0,0,NA,0,-1,"versicolor",46,12
14,15,"Petal.Length",5.05,1,NA,46,13
0,0,NA,0,-1,"versicolor",46,14
0,0,NA,0,-1,"virginica",46,15
2,3,"Petal.Width",0.8,1,NA,47,1
0,0,NA,0,-1,"setosa",47,2
4,5,"Sepal.Length",5.75,1,NA,47,3
6,7,"Petal.Length",4.75,1,NA,47,4
8,9,"Petal.Width",1.7000000000000002,1,NA,47,5
0,0,NA,0,-1,"versicolor",47,6
0,0,NA,0,-1,"virginica",47,7
10,11,"Petal.Length",5,1,NA,47,8
12,13,"Sepal.Length",5.95,1,NA,47,9
0,0,NA,0,-1,"versicolor",47,10
14,15,"Petal.Width",1.55,1,NA,47,11
16,17,"Petal.Length",4.949999999999999,1,NA,47,12
0,0,NA,0,-1,"virginica",47,13
0,0,NA,0,-1,"virginica",47,14
0,0,NA,0,-1,"versicolor",47,15
0,0,NA,0,-1,"versicolor",47,16
0,0,NA,0,-1,"virginica",47,17
2,3,"Petal.Width",1.7000000000000002,1,NA,48,1
4,5,"Petal.Width",0.75,1,NA,48,2
0,0,NA,0,-1,"virginica",48,3
0,0,NA,0,-1,"setosa",48,4
6,7,"Petal.Width",1.35,1,NA,48,5
0,0,NA,0,-1,"versicolor",48,6
8,9,"Sepal.Width",2.8499999999999996,1,NA,48,7
10,11,"Petal.Length",4.949999999999999,1,NA,48,8
0,0,NA,0,-1,"versicolor",48,9
0,0,NA,0,-1,"versicolor",48,10
12,13,"Petal.Width",1.55,1,NA,48,11
0,0,NA,0,-1,"virginica",48,12
0,0,NA,0,-1,"versicolor",48,13
2,3,"Petal.Width",0.8,1,NA,49,1
0,0,NA,0,-1,"setosa",49,2
4,5,"Sepal.Length",5.75,1,NA,49,3
6,7,"Petal.Length",4.7,1,NA,49,4
8,9,"Petal.Width",1.75,1,NA,49,5
10,11,"Sepal.Length",4.95,1,NA,49,6
0,0,NA,0,-1,"virginica",49,7
12,13,"Sepal.Width",2.6500000000000004,1,NA,49,8
0,0,NA,0,-1,"virginica",49,9
14,15,"Sepal.Width",2.45,1,NA,49,10
0,0,NA,0,-1,"versicolor",49,11
16,17,"Petal.Width",1.35,1,NA,49,12
0,0,NA,0,-1,"versicolor",49,13
0,0,NA,0,-1,"versicolor",49,14
0,0,NA,0,-1,"virginica",49,15
0,0,NA,0,-1,"versicolor",49,16
18,19,"Petal.Length",4.95,1,NA,49,17
0,0,NA,0,-1,"versicolor",49,18
0,0,NA,0,-1,"virginica",49,19
2,3,"Petal.Width",0.8,1,NA,50,1
0,0,NA,0,-1,"setosa",50,2
4,5,"Petal.Width",1.55,1,NA,50,3
0,0,NA,0,-1,"versicolor",50,4
6,7,"Petal.Length",5.15,1,NA,50,5
8,9,"Petal.Width",1.75,1,NA,50,6
0,0,NA,0,-1,"virginica",50,7
10,11,"Sepal.Width",2.6,1,NA,50,8
12,13,"Petal.Width",1.85,1,NA,50,9
0,0,NA,0,-1,"virginica",50,10
0,0,NA,0,-1,"versicolor",50,11
14,15,"Petal.Length",4.85,1,NA,50,12
0,0,NA,0,-1,"virginica",50,13
0,0,NA,0,-1,"versicolor",50,14
0,0,NA,0,-1,"virginica",50,15
2,3,"Petal.Width",0.8,1,NA,51,1
0,0,NA,0,-1,"setosa",51,2
4,5,"Petal.Width",1.65,1,NA,51,3
6,7,"Petal.Length",4.95,1,NA,51,4
8,9,"Petal.Length",5.05,1,NA,51,5
0,0,NA,0,-1,"versicolor",51,6
10,11,"Sepal.Width",2.75,1,NA,51,7
12,13,"Sepal.Length",6.5,1,NA,51,8
0,0,NA,0,-1,"virginica",51,9
14,15,"Petal.Width",1.55,1,NA,51,10
0,0,NA,0,-1,"virginica",51,11
16,17,"Sepal.Width",3.1,1,NA,51,12
0,0,NA,0,-1,"versicolor",51,13
0,0,NA,0,-1,"virginica",51,14
0,0,NA,0,-1,"versicolor",51,15
0,0,NA,0,-1,"virginica",51,16
0,0,NA,0,-1,"versicolor",51,17
2,3,"Petal.Width",0.8,1,NA,52,1
0,0,NA,0,-1,"setosa",52,2
4,5,"Sepal.Length",6.65,1,NA,52,3
6,7,"Petal.Width",1.65,1,NA,52,4
8,9,"Petal.Length",5,1,NA,52,5
10,11,"Petal.Width",1.45,1,NA,52,6
12,13,"Sepal.Length",5.95,1,NA,52,7
0,0,NA,0,-1,"versicolor",52,8
0,0,NA,0,-1,"virginica",52,9
0,0,NA,0,-1,"versicolor",52,10
14,15,"Sepal.Width",2.9,1,NA,52,11
16,17,"Sepal.Width",2.85,1,NA,52,12
0,0,NA,0,-1,"virginica",52,13
18,19,"Petal.Length",4.95,1,NA,52,14
0,0,NA,0,-1,"versicolor",52,15
0,0,NA,0,-1,"virginica",52,16
0,0,NA,0,-1,"versicolor",52,17
0,0,NA,0,-1,"versicolor",52,18
0,0,NA,0,-1,"virginica",52,19
2,3,"Petal.Length",2.45,1,NA,53,1
0,0,NA,0,-1,"setosa",53,2
4,5,"Sepal.Length",6.35,1,NA,53,3
6,7,"Petal.Width",1.65,1,NA,53,4
8,9,"Sepal.Length",7.05,1,NA,53,5
10,11,"Sepal.Width",2.25,1,NA,53,6
12,13,"Sepal.Length",6,1,NA,53,7
14,15,"Petal.Length",4.949999999999999,1,NA,53,8
0,0,NA,0,-1,"virginica",53,9
16,17,"Petal.Length",4.75,1,NA,53,10
18,19,"Petal.Length",5.25,1,NA,53,11
20,21,"Sepal.Width",3.1,1,NA,53,12
0,0,NA,0,-1,"virginica",53,13
0,0,NA,0,-1,"versicolor",53,14
0,0,NA,0,-1,"virginica",53,15
0,0,NA,0,-1,"versicolor",53,16
0,0,NA,0,-1,"virginica",53,17
0,0,NA,0,-1,"versicolor",53,18
0,0,NA,0,-1,"virginica",53,19
0,0,NA,0,-1,"virginica",53,20
0,0,NA,0,-1,"versicolor",53,21
2,3,"Petal.Length",2.5,1,NA,54,1
0,0,NA,0,-1,"setosa",54,2
4,5,"Petal.Length",4.85,1,NA,54,3
6,7,"Petal.Width",1.65,1,NA,54,4
8,9,"Petal.Width",1.75,1,NA,54,5
0,0,NA,0,-1,"versicolor",54,6
10,11,"Sepal.Length",6.050000000000001,1,NA,54,7
12,13,"Petal.Width",1.45,1,NA,54,8
0,0,NA,0,-1,"virginica",54,9
14,15,"Sepal.Width",2.85,1,NA,54,10
0,0,NA,0,-1,"virginica",54,11
0,0,NA,0,-1,"virginica",54,12
16,17,"Petal.Length",5.449999999999999,1,NA,54,13
0,0,NA,0,-1,"virginica",54,14
0,0,NA,0,-1,"versicolor",54,15
18,19,"Petal.Length",5.05,1,NA,54,16
0,0,NA,0,-1,"virginica",54,17
20,21,"Sepal.Length",6.15,1,NA,54,18
0,0,NA,0,-1,"versicolor",54,19
0,0,NA,0,-1,"virginica",54,20
0,0,NA,0,-1,"versicolor",54,21
2,3,"Petal.Length",2.45,1,NA,55,1
0,0,NA,0,-1,"setosa",55,2
4,5,"Petal.Width",1.75,1,NA,55,3
6,7,"Petal.Length",5.35,1,NA,55,4
8,9,"Sepal.Length",5.95,1,NA,55,5
10,11,"Sepal.Width",2.25,1,NA,55,6
0,0,NA,0,-1,"virginica",55,7
12,13,"Petal.Length",4.949999999999999,1,NA,55,8
0,0,NA,0,-1,"virginica",55,9
14,15,"Petal.Width",1.25,1,NA,55,10
16,17,"Sepal.Length",6.25,1,NA,55,11
0,0,NA,0,-1,"versicolor",55,12
0,0,NA,0,-1,"virginica",55,13
0,0,NA,0,-1,"versicolor",55,14
0,0,NA,0,-1,"virginica",55,15
0,0,NA,0,-1,"versicolor",55,16
18,19,"Petal.Length",5.05,1,NA,55,17
0,0,NA,0,-1,"versicolor",55,18
0,0,NA,0,-1,"virginica",55,19
2,3,"Petal.Width",1.75,1,NA,56,1
4,5,"Sepal.Length",5.45,1,NA,56,2
0,0,NA,0,-1,"virginica",56,3
6,7,"Petal.Length",2.45,1,NA,56,4
8,9,"Petal.Width",0.65,1,NA,56,5
0,0,NA,0,-1,"setosa",56,6
0,0,NA,0,-1,"versicolor",56,7
0,0,NA,0,-1,"setosa",56,8
10,11,"Petal.Length",5.05,1,NA,56,9
0,0,NA,0,-1,"versicolor",56,10
12,13,"Sepal.Width",2.75,1,NA,56,11
0,0,NA,0,-1,"versicolor",56,12
0,0,NA,0,-1,"virginica",56,13
2,3,"Petal.Width",0.8,1,NA,57,1
0,0,NA,0,-1,"setosa",57,2
4,5,"Petal.Width",1.75,1,NA,57,3
6,7,"Petal.Length",5.35,1,NA,57,4
8,9,"Sepal.Length",5.95,1,NA,57,5
10,11,"Sepal.Length",4.95,1,NA,57,6
0,0,NA,0,-1,"virginica",57,7
12,13,"Sepal.Length",5.85,1,NA,57,8
0,0,NA,0,-1,"virginica",57,9
0,0,NA,0,-1,"virginica",57,10
14,15,"Petal.Length",4.95,1,NA,57,11
0,0,NA,0,-1,"virginica",57,12
0,0,NA,0,-1,"versicolor",57,13
0,0,NA,0,-1,"versicolor",57,14
16,17,"Petal.Length",5.05,1,NA,57,15
18,19,"Petal.Width",1.6,1,NA,57,16
0,0,NA,0,-1,"versicolor",57,17
0,0,NA,0,-1,"virginica",57,18
0,0,NA,0,-1,"versicolor",57,19
2,3,"Petal.Width",0.8,1,NA,58,1
0,0,NA,0,-1,"setosa",58,2
4,5,"Petal.Length",4.85,1,NA,58,3
6,7,"Petal.Width",1.6,1,NA,58,4
8,9,"Petal.Length",5.05,1,NA,58,5
0,0,NA,0,-1,"versicolor",58,6
10,11,"Petal.Length",4.65,1,NA,58,7
12,13,"Sepal.Width",2.85,1,NA,58,8
0,0,NA,0,-1,"virginica",58,9
0,0,NA,0,-1,"virginica",58,10
14,15,"Sepal.Width",3.1,1,NA,58,11
0,0,NA,0,-1,"virginica",58,12
0,0,NA,0,-1,"versicolor",58,13
0,0,NA,0,-1,"virginica",58,14
0,0,NA,0,-1,"versicolor",58,15
2,3,"Petal.Length",2.45,1,NA,59,1
0,0,NA,0,-1,"setosa",59,2
4,5,"Petal.Width",1.75,1,NA,59,3
6,7,"Petal.Length",4.95,1,NA,59,4
8,9,"Petal.Length",4.85,1,NA,59,5
10,11,"Sepal.Length",4.95,1,NA,59,6
12,13,"Petal.Width",1.55,1,NA,59,7
0,0,NA,0,-1,"versicolor",59,8
0,0,NA,0,-1,"virginica",59,9
0,0,NA,0,-1,"virginica",59,10
0,0,NA,0,-1,"versicolor",59,11
0,0,NA,0,-1,"virginica",59,12
0,0,NA,0,-1,"versicolor",59,13
2,3,"Petal.Length",2.5999999999999996,1,NA,60,1
0,0,NA,0,-1,"setosa",60,2
4,5,"Petal.Width",1.75,1,NA,60,3
6,7,"Petal.Length",4.85,1,NA,60,4
0,0,NA,0,-1,"virginica",60,5
0,0,NA,0,-1,"versicolor",60,6
8,9,"Sepal.Width",2.9,1,NA,60,7
0,0,NA,0,-1,"virginica",60,8
0,0,NA,0,-1,"versicolor",60,9
2,3,"Sepal.Length",5.45,1,NA,61,1
4,5,"Petal.Length",2.45,1,NA,61,2
6,7,"Petal.Length",4.95,1,NA,61,3
0,0,NA,0,-1,"setosa",61,4
0,0,NA,0,-1,"versicolor",61,5
8,9,"Petal.Width",0.7,1,NA,61,6
0,0,NA,0,-1,"virginica",61,7
0,0,NA,0,-1,"setosa",61,8
10,11,"Petal.Length",4.75,1,NA,61,9
0,0,NA,0,-1,"versicolor",61,10
12,13,"Sepal.Width",2.6,1,NA,61,11
0,0,NA,0,-1,"versicolor",61,12
14,15,"Petal.Length",4.85,1,NA,61,13
16,17,"Sepal.Width",3,1,NA,61,14
0,0,NA,0,-1,"virginica",61,15
18,19,"Sepal.Length",6.5,1,NA,61,16
0,0,NA,0,-1,"versicolor",61,17
0,0,NA,0,-1,"virginica",61,18
0,0,NA,0,-1,"versicolor",61,19
2,3,"Petal.Length",2.35,1,NA,62,1
0,0,NA,0,-1,"setosa",62,2
4,5,"Petal.Width",1.7000000000000002,1,NA,62,3
6,7,"Petal.Width",1.35,1,NA,62,4
0,0,NA,0,-1,"virginica",62,5
0,0,NA,0,-1,"versicolor",62,6
8,9,"Petal.Length",4.95,1,NA,62,7
0,0,NA,0,-1,"versicolor",62,8
10,11,"Sepal.Width",2.6500000000000004,1,NA,62,9
0,0,NA,0,-1,"virginica",62,10
12,13,"Sepal.Length",6.6,1,NA,62,11
0,0,NA,0,-1,"versicolor",62,12
0,0,NA,0,-1,"virginica",62,13
2,3,"Petal.Width",0.75,1,NA,63,1
0,0,NA,0,-1,"setosa",63,2
4,5,"Petal.Length",4.75,1,NA,63,3
6,7,"Sepal.Length",4.95,1,NA,63,4
8,9,"Petal.Width",1.75,1,NA,63,5
10,11,"Sepal.Width",2.45,1,NA,63,6
0,0,NA,0,-1,"versicolor",63,7
12,13,"Sepal.Width",2.9,1,NA,63,8
14,15,"Petal.Length",4.85,1,NA,63,9
0,0,NA,0,-1,"versicolor",63,10
0,0,NA,0,-1,"virginica",63,11
0,0,NA,0,-1,"virginica",63,12
16,17,"Sepal.Length",7.050000000000001,1,NA,63,13
18,19,"Sepal.Width",3,1,NA,63,14
0,0,NA,0,-1,"virginica",63,15
0,0,NA,0,-1,"versicolor",63,16
0,0,NA,0,-1,"virginica",63,17
0,0,NA,0,-1,"virginica",63,18
0,0,NA,0,-1,"versicolor",63,19
2,3,"Petal.Width",0.8,1,NA,64,1
0,0,NA,0,-1,"setosa",64,2
4,5,"Petal.Width",1.7000000000000002,1,NA,64,3
6,7,"Sepal.Width",2.6500000000000004,1,NA,64,4
8,9,"Petal.Length",4.85,1,NA,64,5
10,11,"Petal.Length",5.25,1,NA,64,6
0,0,NA,0,-1,"versicolor",64,7
12,13,"Sepal.Length",5.95,1,NA,64,8
0,0,NA,0,-1,"virginica",64,9
0,0,NA,0,-1,"versicolor",64,10
0,0,NA,0,-1,"virginica",64,11
0,0,NA,0,-1,"versicolor",64,12
0,0,NA,0,-1,"virginica",64,13
2,3,"Petal.Length",2.45,1,NA,65,1
0,0,NA,0,-1,"setosa",65,2
4,5,"Petal.Width",1.75,1,NA,65,3
6,7,"Petal.Length",4.95,1,NA,65,4
8,9,"Petal.Length",4.85,1,NA,65,5
10,11,"Petal.Width",1.65,1,NA,65,6
12,13,"Petal.Width",1.55,1,NA,65,7
0,0,NA,0,-1,"versicolor",65,8
0,0,NA,0,-1,"virginica",65,9
0,0,NA,0,-1,"versicolor",65,10
0,0,NA,0,-1,"virginica",65,11
0,0,NA,0,-1,"virginica",65,12
0,0,NA,0,-1,"versicolor",65,13
2,3,"Petal.Length",2.45,1,NA,66,1
0,0,NA,0,-1,"setosa",66,2
4,5,"Sepal.Length",6.15,1,NA,66,3
6,7,"Petal.Length",4.75,1,NA,66,4
8,9,"Sepal.Length",7.1,1,NA,66,5
0,0,NA,0,-1,"versicolor",66,6
10,11,"Sepal.Width",3.1,1,NA,66,7
12,13,"Sepal.Width",2.6,1,NA,66,8
0,0,NA,0,-1,"virginica",66,9
0,0,NA,0,-1,"virginica",66,10
0,0,NA,0,-1,"versicolor",66,11
14,15,"Petal.Width",1.65,1,NA,66,12
16,17,"Petal.Width",1.75,1,NA,66,13
0,0,NA,0,-1,"versicolor",66,14
0,0,NA,0,-1,"virginica",66,15
18,19,"Petal.Length",5.05,1,NA,66,16
0,0,NA,0,-1,"virginica",66,17
0,0,NA,0,-1,"versicolor",66,18
0,0,NA,0,-1,"virginica",66,19
2,3,"Petal.Length",2.5999999999999996,1,NA,67,1
0,0,NA,0,-1,"setosa",67,2
4,5,"Petal.Length",4.75,1,NA,67,3
6,7,"Petal.Width",1.65,1,NA,67,4
8,9,"Petal.Width",1.85,1,NA,67,5
0,0,NA,0,-1,"versicolor",67,6
0,0,NA,0,-1,"virginica",67,7
10,11,"Petal.Length",4.85,1,NA,67,8
0,0,NA,0,-1,"virginica",67,9
12,13,"Sepal.Width",3.1,1,NA,67,10
14,15,"Sepal.Length",6.15,1,NA,67,11
0,0,NA,0,-1,"virginica",67,12
0,0,NA,0,-1,"versicolor",67,13
16,17,"Petal.Width",1.7000000000000002,1,NA,67,14
0,0,NA,0,-1,"virginica",67,15
0,0,NA,0,-1,"versicolor",67,16
0,0,NA,0,-1,"virginica",67,17
2,3,"Petal.Width",0.75,1,NA,68,1
0,0,NA,0,-1,"setosa",68,2
4,5,"Petal.Width",1.7000000000000002,1,NA,68,3
6,7,"Petal.Length",5.35,1,NA,68,4
8,9,"Petal.Width",1.85,1,NA,68,5
0,0,NA,0,-1,"versicolor",68,6
0,0,NA,0,-1,"virginica",68,7
10,11,"Sepal.Width",3.1500000000000004,1,NA,68,8
0,0,NA,0,-1,"virginica",68,9
0,0,NA,0,-1,"virginica",68,10
12,13,"Sepal.Length",6.550000000000001,1,NA,68,11
0,0,NA,0,-1,"versicolor",68,12
0,0,NA,0,-1,"virginica",68,13
2,3,"Petal.Width",0.8,1,NA,69,1
0,0,NA,0,-1,"setosa",69,2
4,5,"Petal.Length",4.75,1,NA,69,3
6,7,"Sepal.Length",4.95,1,NA,69,4
8,9,"Petal.Width",1.7000000000000002,1,NA,69,5
0,0,NA,0,-1,"virginica",69,6
0,0,NA,0,-1,"versicolor",69,7
10,11,"Petal.Width",1.45,1,NA,69,8
0,0,NA,0,-1,"virginica",69,9
0,0,NA,0,-1,"virginica",69,10
12,13,"Sepal.Width",2.75,1,NA,69,11
14,15,"Sepal.Width",2.35,1,NA,69,12
0,0,NA,0,-1,"virginica",69,13
0,0,NA,0,-1,"virginica",69,14
0,0,NA,0,-1,"versicolor",69,15
2,3,"Petal.Length",2.45,1,NA,70,1
0,0,NA,0,-1,"setosa",70,2
4,5,"Sepal.Length",6.05,1,NA,70,3
6,7,"Sepal.Width",2.8499999999999996,1,NA,70,4
8,9,"Petal.Width",1.75,1,NA,70,5
10,11,"Petal.Width",1.65,1,NA,70,6
12,13,"Petal.Length",4.949999999999999,1,NA,70,7
0,0,NA,0,-1,"versicolor",70,8
0,0,NA,0,-1,"virginica",70,9
14,15,"Petal.Length",4.75,1,NA,70,10
0,0,NA,0,-1,"virginica",70,11
0,0,NA,0,-1,"versicolor",70,12
0,0,NA,0,-1,"virginica",70,13
0,0,NA,0,-1,"versicolor",70,14
16,17,"Petal.Length",5.05,1,NA,70,15
0,0,NA,0,-1,"virginica",70,16
0,0,NA,0,-1,"versicolor",70,17
2,3,"Petal.Length",2.45,1,NA,71,1
0,0,NA,0,-1,"setosa",71,2
4,5,"Petal.Length",4.75,1,NA,71,3
6,7,"Petal.Width",1.65,1,NA,71,4
8,9,"Petal.Length",5.15,1,NA,71,5
0,0,NA,0,-1,"versicolor",71,6
0,0,NA,0,-1,"virginica",71,7
10,11,"Petal.Width",1.7000000000000002,1,NA,71,8
0,0,NA,0,-1,"virginica",71,9
12,13,"Sepal.Length",6.55,1,NA,71,10
14,15,"Sepal.Length",5.95,1,NA,71,11
16,17,"Petal.Width",1.55,1,NA,71,12
0,0,NA,0,-1,"versicolor",71,13
18,19,"Sepal.Length",5.85,1,NA,71,14
0,0,NA,0,-1,"virginica",71,15
20,21,"Petal.Length",4.95,1,NA,71,16
0,0,NA,0,-1,"versicolor",71,17
0,0,NA,0,-1,"virginica",71,18
0,0,NA,0,-1,"versicolor",71,19
0,0,NA,0,-1,"versicolor",71,20
0,0,NA,0,-1,"virginica",71,21
2,3,"Petal.Width",0.7,1,NA,72,1
0,0,NA,0,-1,"setosa",72,2
4,5,"Petal.Length",4.95,1,NA,72,3
6,7,"Petal.Width",1.7000000000000002,1,NA,72,4
8,9,"Petal.Length",5.05,1,NA,72,5
0,0,NA,0,-1,"versicolor",72,6
10,11,"Sepal.Length",5.95,1,NA,72,7
12,13,"Sepal.Length",6.2,1,NA,72,8
0,0,NA,0,-1,"virginica",72,9
0,0,NA,0,-1,"versicolor",72,10
0,0,NA,0,-1,"virginica",72,11
0,0,NA,0,-1,"virginica",72,12
0,0,NA,0,-1,"versicolor",72,13
2,3,"Sepal.Length",5.45,1,NA,73,1
4,5,"Sepal.Width",2.85,1,NA,73,2
6,7,"Petal.Width",1.55,1,NA,73,3
8,9,"Sepal.Length",4.7,1,NA,73,4
10,11,"Sepal.Length",5.35,1,NA,73,5
12,13,"Petal.Width",0.65,1,NA,73,6
14,15,"Petal.Length",5.05,1,NA,73,7
0,0,NA,0,-1,"setosa",73,8
16,17,"Petal.Width",1.5499999999999998,1,NA,73,9
0,0,NA,0,-1,"setosa",73,10
18,19,"Petal.Length",3.1,1,NA,73,11
0,0,NA,0,-1,"setosa",73,12
0,0,NA,0,-1,"versicolor",73,13
20,21,"Sepal.Width",3.1,1,NA,73,14
0,0,NA,0,-1,"virginica",73,15
0,0,NA,0,-1,"versicolor",73,16
0,0,NA,0,-1,"virginica",73,17
0,0,NA,0,-1,"setosa",73,18
0,0,NA,0,-1,"versicolor",73,19
22,23,"Petal.Width",1.75,1,NA,73,20
0,0,NA,0,-1,"versicolor",73,21
0,0,NA,0,-1,"versicolor",73,22
0,0,NA,0,-1,"virginica",73,23
2,3,"Petal.Length",2.45,1,NA,74,1
0,0,NA,0,-1,"setosa",74,2
4,5,"Petal.Length",4.85,1,NA,74,3
6,7,"Sepal.Length",4.95,1,NA,74,4
8,9,"Petal.Width",1.75,1,NA,74,5
0,0,NA,0,-1,"virginica",74,6
10,11,"Petal.Width",1.7000000000000002,1,NA,74,7
12,13,"Petal.Length",5.35,1,NA,74,8
0,0,NA,0,-1,"virginica",74,9
0,0,NA,0,-1,"versicolor",74,10
0,0,NA,0,-1,"virginica",74,11
14,15,"Sepal.Width",2.35,1,NA,74,12
0,0,NA,0,-1,"virginica",74,13
0,0,NA,0,-1,"virginica",74,14
0,0,NA,0,-1,"versicolor",74,15
2,3,"Sepal.Length",5.45,1,NA,75,1
4,5,"Petal.Length",2.45,1,NA,75,2
6,7,"Petal.Length",4.85,1,NA,75,3
0,0,NA,0,-1,"setosa",75,4
0,0,NA,0,-1,"versicolor",75,5
8,9,"Petal.Length",2.55,1,NA,75,6
10,11,"Petal.Width",1.75,1,NA,75,7
0,0,NA,0,-1,"setosa",75,8
0,0,NA,0,-1,"versicolor",75,9
12,13,"Sepal.Length",6.15,1,NA,75,10
0,0,NA,0,-1,"virginica",75,11
14,15,"Petal.Width",1.55,1,NA,75,12
0,0,NA,0,-1,"versicolor",75,13
0,0,NA,0,-1,"virginica",75,14
0,0,NA,0,-1,"versicolor",75,15
2,3,"Petal.Width",0.75,1,NA,76,1
0,0,NA,0,-1,"setosa",76,2
4,5,"Petal.Width",1.65,1,NA,76,3
6,7,"Petal.Length",4.95,1,NA,76,4
0,0,NA,0,-1,"virginica",76,5
0,0,NA,0,-1,"versicolor",76,6
0,0,NA,0,-1,"virginica",76,7
2,3,"Petal.Width",0.8,1,NA,77,1
0,0,NA,0,-1,"setosa",77,2
4,5,"Petal.Length",5.05,1,NA,77,3
6,7,"Petal.Width",1.75,1,NA,77,4
8,9,"Sepal.Length",6.1,1,NA,77,5
0,0,NA,0,-1,"versicolor",77,6
10,11,"Sepal.Width",3.1,1,NA,77,7
12,13,"Sepal.Length",5.95,1,NA,77,8
0,0,NA,0,-1,"virginica",77,9
0,0,NA,0,-1,"virginica",77,10
0,0,NA,0,-1,"versicolor",77,11
0,0,NA,0,-1,"virginica",77,12
0,0,NA,0,-1,"versicolor",77,13
2,3,"Petal.Width",0.8,1,NA,78,1
0,0,NA,0,-1,"setosa",78,2
4,5,"Petal.Length",4.85,1,NA,78,3
